chromosome,start,end,y
2,15307032,15701454,5.74979
2,15731302,15771235,55.3433
2,15830906,15884463,0
2,16080686,16087129,1.13934
2,16730727,16847599,0.103846
2,17691851,17699706,0.335882
2,17720393,17838285,3.69469
2,17845079,17935124,16.4531
2,17935125,17966632,14.6681
2,17966633,17981509,16.4531
2,17997763,17998368,0
2,18059114,18542882,14.3518
2,18735989,18737049,9.79274
2,18737050,18741946,4.92240625
2,18741947,18770838,0.0520725
2,19551246,19558414,0.811095
2,20096404,20101747,1.51481
2,20110021,20189892,1.71832
2,20191872,20212455,2.24705
2,20232411,20251789,90.9687
2,20400558,20425194,33.1014
2,20448452,20551995,19.5281
2,20646835,20649200,12.0254
2,20760208,20850849,1.73918
2,20866424,20873418,0.0329353
2,20883788,21022882,3.51946
2,21224301,21266945,0.0144445
2,21346789,21366144,0
2,23608088,23729912,2.77741
2,23729913,23747214,1.403375
2,23747215,23931481,2.77741
2,23971534,24149984,2.21483
2,24150155,24227779,6.38578
2,24232951,24252209,0.124331
2,24252210,24272445,2.1444155
2,24272446,24272570,0.124331
2,24272571,24286191,0.324181
2,24286192,24286551,0.524031
2,24290454,24299313,61.0837
2,24299396,24300302,1.20491
2,24300303,24308731,3.630945
2,24308732,24338240,1.20491
2,24338241,24346347,1.028386
2,24346348,24392509,1.20491
2,24397938,24423718,0.0113474
2,24425733,24583583,6.37527
2,24714783,24993571,2.38056
2,25012603,25016004,1.98717
2,25016005,25016251,7.612485
2,25016252,25042037,13.2378
2,25042038,25045245,15.0678
2,25045246,25142708,16.8978
2,25166505,25194963,0.846214
2,25264999,25378243,0.380183
2,25383722,25391772,0
2,25455845,25565459,1.26621
2,25600067,25896503,2.53746
2,25956622,26101385,8.75149
2,26149471,26205618,14.5873
2,26251074,26251481,0.104991
2,26256976,26360323,47.0446
2,26395960,26412532,0.366407
2,26413504,26466037,24.1722
2,26466038,26467594,19.4285
2,26467595,26513336,14.6848
2,26531041,26531414,0.0570935
2,26531415,26569685,5.98129675
2,26569686,26618759,11.9055
2,26624784,26679579,0.0235204
2,26680071,26781566,0.243466
2,26785450,26802400,0.771463
2,26804070,26864236,0.0081671
2,26915619,26956288,0.0194648
2,26987152,26987156,15.8918
2,26987157,27004099,13.35095
2,27004100,27023935,10.8101
2,27070615,27173219,0.366968
2,27193480,27250064,2.65319
2,27255778,27264563,26.2228
2,27265232,27293339,5.48766
2,27293340,27293490,21.25853
2,27293491,27294641,37.0294
2,27301435,27309271,0.604674
2,27309615,27321756,2.63575
2,27321757,27323640,3.49625
2,27323641,27341995,4.35675
2,27346682,27353623,0.490802
2,27353624,27353680,12.526551
2,27353681,27357543,24.5623
2,27359723,27362278,0.008563
2,27371872,27376378,0.0051641
2,27422455,27434894,29.2048
2,27434895,27435826,31.77655
2,27435827,27440046,34.3483
2,27440258,27466811,28.9139
2,27476552,27498288,0.32235
2,27498289,27498685,0.2213385
2,27498686,27504367,0.120327
2,27505260,27530267,0.316536
2,27530268,27530307,0.277416
2,27530308,27531313,0.238296
2,27532360,27548547,6.77619
2,27548716,27579868,18.5421
2,27587219,27593353,17.39
2,27593389,27599995,27.784
2,27600098,27603657,5.4664
2,27604061,27632554,69.3836
2,27650657,27665126,25.0562
2,27665233,27667237,12.1183
2,27667238,27669348,7.782035
2,27669349,27712656,3.44577
2,27714750,27718112,0.0103407
2,27719709,27746554,0.0033015
2,27760253,27790011,0.0103846
2,27799389,27805588,0.129723
2,27805897,27848505,2.72638
2,27848506,27851113,1.789663
2,27851114,27851879,7.52907533333333
2,27851880,27858041,10.86714
2,27858042,27873678,19.0079
2,27873679,27874375,17.29875
2,27874376,27886337,15.5896
2,27886338,27886676,17.51525
2,27886677,27917840,19.4409
2,27928653,27938599,0.194711
2,27994584,27998850,24.0813
2,27998851,28004230,12.04065
2,28004231,28009186,8.36822
2,28009187,28112807,12.55233
2,28112808,28113965,10.9856666666667
2,28113966,28210954,15.96682
2,28210955,28561768,7.85234
2,28615315,28640179,30.7175
2,28680012,28866654,0.0530268
2,28974506,29005382,23.4103
2,29005383,29025806,11.7689345
2,29025807,29072686,0.127569
2,29072687,29073477,4.3596445
2,29073478,29093167,8.59172
2,29117509,29171088,22.7804
2,29179477,29283841,0.0947092
2,29283842,29284239,0.0479487
2,29284240,29297127,0.0011882
2,29320571,29412509,3.65883
2,29415640,30144432,0.0809292
2,30369807,30383399,7.4103
2,30454397,30546596,2.54148
2,30670092,30867091,4.05057
2,30945637,31043408,1.61715
2,31133333,31378068,4.34329
2,31395924,31456724,0.117185
2,31456880,31492313,3.51745
2,31557187,31637581,3.85578
2,32090129,32092877,1.11252
2,32092878,32236299,12.35521
2,32236300,32264881,23.5979
2,32288680,32382706,6.41766
2,32390933,32449448,12.3746
2,32449522,32490923,0.399523
2,32502979,32541663,3.15618
2,32582096,32843966,10.0401
2,32853099,33046118,8.69103
2,33172039,33624576,5.784
2,33661391,33789817,0.144745
2,33808725,33824449,12.5484
2,36583069,36758947,40.3036
2,36758948,36778278,20.2077955
2,36778279,36778569,0.111991
2,36778570,36779411,4.0619705
2,36779412,36873230,8.01195
2,36923833,37041935,0.0046185
2,37068327,37068530,0.797934
2,37070783,37193615,9.78715
2,37195526,37311485,4.60594
2,37311594,37326352,2.67133
2,37326353,37326387,11.728865
2,37326388,37384208,20.7864
2,37394963,37423630,0
2,37423631,37423741,1.77771
2,37423742,37428754,3.55542
2,37428755,37443336,11.14486
2,37443337,37458773,18.7343
2,37458774,37458856,12.22988
2,37458857,37477644,5.72546
2,37477645,37480546,6.009855
2,37480547,37551951,6.29425
2,37571717,37600465,7.5156
2,37869032,37965611,23.4926
2,38150330,38294115,3.0333
2,38294116,38294285,10.235
2,38294286,38337044,17.4367
2,38522022,38604427,31.0495
2,38789120,38830728,5.13274
2,38893052,38968379,4.23759
2,38970741,38978636,52.8598
2,38978676,39012142,3.77385
2,39024871,39103075,6.01455
2,39103103,39117020,4.92121
2,39117021,39156213,2.5057392
2,39156214,39186763,0.0902684
2,39186764,39187483,0.1237332
2,39187484,39202590,0.0902684
2,39208537,39351486,8.39478
2,39402787,39456729,0.0041308
2,39476407,39664453,8.99874
2,39892122,39945103,0.139369
2,39963200,40006407,9.18592
2,40324410,40488146,0.0033247
2,40488147,40490117,0.00166235
2,40490118,40838193,0.0033247
2,42162508,42181406,0
2,42275160,42285668,0.143815
2,42396490,42559688,17.7433
2,42560686,42652228,7.75871
2,42669157,42721237,0.61387
2,42721709,42984087,3.81017
2,42989642,42991401,0.720432
2,42994229,43019733,1.08743
2,43393800,43449540,5.67058
2,43449541,43453748,23.61609
2,43453749,43823185,5.67058
2,43864412,43995126,1.52699
2,44001178,44037149,2.37062
2,44039611,44066004,0.0046061
2,44066103,44105605,0
2,44113647,44223144,38.5673
2,44395108,44471523,6.70405
2,44502599,44543419,0.035264
2,44543420,44548633,4.340427
2,44548634,44589001,8.64559
2,44589089,44999731,1.13987
2,45168902,45173216,0.22873
2,45232300,45236569,1.33269
2,45615819,45839304,3.94486
2,45878484,46415129,1.40252
2,46520806,46613836,26.8091
2,46656329,46711564,0
2,46717889,46768944,1.71413
2,46768945,46769696,7.165065
2,46769697,46808075,12.616
2,46808076,46810260,8.13446
2,46810261,46843554,3.65292
2,46843555,46844258,6.22416
2,46844259,46852881,8.7954
2,46926091,46990268,11.3261
2,47043807,47043835,0.162908
2,47043836,47049796,0.350206
2,47049797,47086146,0.537504
2,47129009,47143295,27.5812
2,47143296,47168994,18.8205
2,47168995,47272676,10.0598
2,47272677,47303276,5.05793625
2,47303277,47382517,0.0560725
2,47387221,47403740,252.488
2,47572297,47614740,132.29
2,47630108,47743719,25.7019
2,47743720,47789450,13.0284475
2,47789451,47798078,0.354995
2,47799601,47801998,0.0285815
2,47922669,48016454,16.6137
2,48016455,48037240,14.89935
2,48037241,48132932,13.185
2,48541776,48606433,7.72166
2,48667737,48742525,8.42695
2,48756522,48757063,1.12751
2,48757064,48826025,0.58678535
2,48826026,48844936,0.0460607
2,48844937,48859427,0.02303035
2,48859428,48960287,0.0158482333333333
2,48960288,48982880,0.02377235
2,48982881,49003654,0.0460607
2,49189296,49381676,0.0027026
2,50145643,51259674,0.0040034
2,53759810,53994928,4.39016
2,53994929,54002333,6.426845
2,54002334,54014180,4.39016
2,54014181,54045956,15.95333
2,54045957,54080049,4.39016
2,54080050,54087126,3.902465
2,54087127,54087170,4.39016
2,54091204,54197974,29.3465
2,54197975,54197977,15.012886
2,54197978,54480314,0.679272
2,54480315,54483409,0.3520925
2,54483410,54532437,0.679272
2,54557171,54610879,0.0346982
2,54683422,54896812,64.8371
2,54950636,55199157,0.638471
2,55199325,55339757,52.2357
2,55401927,55459038,3.55265
2,55459039,55459699,152.725825
2,55459700,55462989,301.899
2,55463731,55496483,22.7004
2,55514978,55647057,4.8451
2,55746740,55773015,7.91907
2,55774428,55846015,15.436
2,55861400,55921045,23.7587
2,56093102,56151274,99.2563
2,56411258,56613308,0.573465
2,58134786,58386377,7.41671
2,58386378,58387055,12.336655
2,58387056,58468507,17.2566
2,60678302,60780702,0.326008
2,60983365,61029220,3.63782
2,61108656,61158745,5.11909
2,61167357,61244359,1.77886
2,61244360,61245394,4.6641
2,61245395,61279125,7.54934
2,61293006,61372242,4.01376
2,61372243,61391960,2.00688
2,61391961,61391964,0
2,61404553,61414597,23.1555
2,61414598,61418338,20.6434
2,61418339,61697904,18.1313
2,61704984,61765761,47.0911
2,62051989,62081278,7.70314
2,62095224,62115858,105.062
2,62115859,62115939,56.19657
2,62115940,62374382,7.33114
2,62423248,62451866,13.2747
2,62727356,62739029,2.35994
2,62900986,63273622,17.6126
2,63277192,63284971,2.55457
2,63348518,63815742,0.727658
2,63815743,63834331,29.967879
2,63834332,64054977,0.727658
2,64068074,64118696,24.0873
2,64119280,64246206,5.656
2,64319786,64371588,8.25564
2,64681103,64688515,3.76892
2,64751465,64820139,12.4265
2,64858755,64978139,12.3252
2,65215611,65250999,7.83702
2,65283500,65297834,2.45866
2,65297835,65314138,26.96588
2,65314139,65357240,51.4731
2,65454887,65498387,72.1596
2,65537985,65659771,5.31259
2,66660584,66801001,0.84605
2,67624451,67637677,6.21534
2,68268262,68338080,5.19579
2,68350068,68384692,4.60734
2,68384976,68403370,19.9117
2,68405989,68483369,19.0681
2,68511303,68547183,0.0772698
2,68592305,68624585,0.0597232
2,68686551,68694390,0.970738
2,68694693,68858004,1.0097
2,68870721,68882708,0.0106957
2,68906733,69053965,0.0093309
2,69092613,69098649,0
2,69172364,69180102,0
2,69201705,69208106,0.0631496
2,69240310,69476459,21.4053
2,69546905,69614382,15.4952
2,69622882,69664760,5.47496
2,69688532,69871556,0.97727
2,69871557,69901481,11.127185
2,69901482,70053596,21.2771
2,70056774,70108528,5.72877
2,70120692,70124819,7.13801
2,70124820,70129481,5.41394
2,70129482,70129841,3.60929333333333
2,70129842,70132707,5.41394
2,70132708,70170077,3.68987
2,70187226,70189397,0.517435
2,70314585,70316332,70.137
2,70377012,70436575,2.13493
2,70436576,70475747,11.836715
2,70475748,70475792,21.5385
2,70484518,70508323,16.7458
2,70508494,70520903,24.6917
2,70523107,70529222,19.4444
2,70674412,70781325,10.8649
2,70834750,70995357,1.58669
2,71004442,71017775,0
2,71035775,71047732,0.0969229
2,71057347,71062952,0.0550656
2,71127720,71160576,0.171794
2,71163012,71192536,0.627989
2,71205510,71212626,0.0314108
2,71213068,71222075,21.4007
2,71291474,71306935,8.77926
2,71336814,71357369,3.33935
2,71357444,71377231,15.1078
2,71409869,71454213,1.08746
2,71503691,71662199,10.5546
2,71680852,71913898,0.0899024
2,72356367,72375167,0.773875
2,72403113,73053170,3.04419
2,73114489,73119287,8.45731
2,73143389,73162020,0.0345363
2,73169165,73300509,2.63236
2,73300510,73302747,2.56812
2,73302748,73383849,2.50388
2,73429386,73439641,0
2,73441350,73454365,9.89666
2,73455134,73460366,2.90802
2,73460548,73480149,105.875
2,73481810,73511559,2.23037
2,73518058,73520833,0.0216346
2,73612886,73837920,4.34928
2,73867959,73869520,0.108561
2,73956231,73964527,12.1341
2,73989311,74007284,5.34005
2,74011316,74044274,0.0112542
2,74056086,74100786,6.67029
2,74119441,74146992,0.150842
2,74153953,74186088,15.3695
2,74229840,74335303,8.83411
2,74361599,74362521,0.436254
2,74362525,74375121,21.2775
2,74379655,74406025,21.3811
2,74418517,74418627,0
2,74425689,74443368,58.8524
2,74443369,74444692,30.05389
2,74444693,74570541,1.25538
2,74588281,74619214,29.4852
2,74641304,74648718,1.89298
2,74648805,74652882,15.1323
2,74652963,74669549,16.7101
2,74682150,74685455,8.19338
2,74685456,74688011,5.92017
2,74688012,74688018,3.64696
2,74688184,74692537,20.6899
2,74699085,74699112,2.47431
2,74699113,74700449,2.536325
2,74700450,74710199,2.59834
2,74710200,74710535,4.85491
2,74710536,74722013,7.11148
2,74724644,74730443,1.43801
2,74732170,74735707,5.75615
2,74740590,74744274,0.0870594
2,74745258,74753463,0.490529
2,74753772,74756503,66.0091
2,74756504,74757066,38.1404
2,74757067,74759540,10.2717
2,74759541,74760472,6.22899
2,74760473,74776152,2.18628
2,74776153,74782817,3.59963
2,74782818,74784681,5.01298
2,74785010,74875465,0.048548
2,74881355,74909186,3.15983
2,75061108,75120486,6.19952
2,75185619,75197255,5.71309
2,75273590,75426826,1.6334
2,75696428,75796848,7.72118
2,75873909,75879125,10.8703
2,75879126,75917977,7.609735
2,75917978,75938115,4.34917
2,76974845,77820445,0
2,79252812,79255631,0
2,79312156,79315145,0
2,79347488,79350545,0
2,79384132,79386879,0
2,79412357,80515482,0.005124
2,80515483,80531874,0.00426285
2,80531875,80875905,0.005124
2,84650647,84687169,14.9535
2,84743579,85046713,0.106179
2,85048774,85122208,0.0701153
2,85122209,85122345,0.03505765
2,85122346,85132748,0.0701153
2,85132749,85133795,303.78355765
2,85133796,85134132,0.0701153
2,85198216,85286595,11.2919
2,85360533,85537511,4.56143
2,85545147,85555548,33.0005
2,85569211,85581516,16.9521
2,85581517,85581743,10.64094
2,85581744,85618875,4.32978
2,85621871,85645555,20.9681
2,85645844,85664152,0.079636
2,85766288,85771845,85.2253
2,85771846,85772403,43.95944
2,85772404,85788670,2.69358
2,85788685,85809154,24.8538
2,85811531,85820535,0.472507
2,85822848,85824736,28.4608
2,85825671,85829978,2.44927
2,85829979,85830319,12.045785
2,85830320,85833776,21.6423
2,85833777,85839189,13.595855
2,85839190,85876403,21.6423
2,85884437,85895864,0.0197403
2,85912298,85925977,0
2,85978467,86015189,0.362376
2,86066267,86116137,0.938936
2,86247339,86333278,10.4093
2,86333305,86369280,9.60642
2,86371055,86422893,27.2901
2,86426478,86440917,11.438
2,86441116,86565206,0.431543
2,86667770,86719839,9.77254
2,86730554,86830515,18.1681
2,86830516,86850989,13.49453
2,86850990,86947295,18.1681
2,86947296,86948245,17.555
2,86948246,87005164,16.9419
2,87011729,87035519,0.294368
2,87042462,87089022,0.0046536
2,87089023,87089047,0.0023268
2,87089048,87092827,0
2,87135076,87229681,0.0165819
2,87229682,87241104,0.02796325
2,87241105,87248975,0.0393446
2,88047606,88055473,0.0273279
2,88055474,88058312,0.01897865
2,88058313,88285309,0.0106294
2,88326724,88355248,15.3165
2,88367299,88412906,0.0372491
2,88422510,88427635,0
2,88469835,88486146,9.90367
2,88824169,88829102,0.484941
2,88856259,88927094,5.92874
2,88991162,89050452,11.6224
2,90458201,90458671,0
2,90537839,90538397,0
2,95537178,95542574,0
2,95691422,95719737,0.112029
2,95752952,95813074,77.0642
2,95813075,95815179,44.11255
2,95815180,95831158,11.1609
2,95831177,95850065,4.08762
2,95940201,95957056,28.4884
2,95963052,96051825,7.27495
2,96068469,96082364,6.82379
2,96257766,96265526,0
2,96514587,96657541,3.48607
2,96687694,96705199,0.0299746
2,96778707,96781984,2.78607
2,96789589,96804175,0.310697
2,96808905,96811179,3.59847
2,96850597,96874563,75.9082
2,96914254,96931732,20.508
2,96931870,96939087,41.1055
2,96940074,96971297,82.5442
2,96991069,96994091,0.0618081
2,97001525,97039583,33.6193
2,97202480,97218375,4.59088
2,97258907,97308524,17.787
2,97371666,97405801,27.6561
2,97426639,97477628,18.168
2,97481982,97490262,13.2972
2,97490263,97499648,6.900579
2,97499649,97502347,0.503958
2,97502348,97523671,1.628924
2,97523672,97523832,2.75389
2,97525453,97536494,20.1032
2,97541620,97684175,0.172172
2,97749320,97760619,4.16498
2,97779233,97930258,3.7748
2,98262503,98264846,56.2778
2,98272431,98280570,19.1788
2,98330023,98356325,0.0547625
2,98372799,98612388,12.0506
2,98703579,98929762,0.0881849
2,98947852,98962617,0.0294409
2,98962618,98972468,0.016808
2,98972469,99015064,0.0041751
2,99061317,99210853,5.56639
2,99215773,99224978,12.9282
2,99225042,99234978,11.4673
2,99235569,99347589,8.15005
2,99410309,99552722,2.25973
2,99613724,99757947,0.835371
2,99757948,99767950,0.906531333333333
2,99767951,99771417,0.492837
2,99771418,99771427,0.964871333333333
2,99771428,99771460,1.0296215
2,99771461,99777889,0.703827533333333
2,99777890,99779620,2.56543065
2,99779621,99797521,2.78426086666667
2,99797522,99797541,0.1012713
2,99797542,99811761,0.0849274
2,99811762,99814089,0.1012713
2,99814090,99858708,0.150303
2,99858709,99871745,0.167502
2,99871746,99900700,0.150303
2,99900701,99921205,1.6193015
2,99921206,99935444,0.150303
2,99935445,99939204,8.8356015
2,99939205,99953815,17.5209
2,99953816,99957165,25.42015
2,99957166,100016937,33.3194
2,100016938,100017789,22.56445
2,100017790,100106497,11.8095
2,100162323,100759201,0.0316676
2,100889753,100939195,0.275472
2,100986705,100987007,0
2,101008327,101034118,2.75786
2,101086944,101099742,0
2,101179152,101193197,15.9555
2,101436614,101613291,6.08241
2,101618177,101624078,36.5262
2,101624079,101640494,30.3282
2,101640495,101869263,24.1302
2,101869264,101869328,22.90125
2,101869329,101886778,21.6723
2,101887681,101925163,13.3003
2,101962013,102004057,0.146183
2,102013823,102091165,0.0041955
2,102313312,102511149,23.7891
2,102608306,102645006,0.0559466
2,102681004,102796334,2.11517
2,102803433,102856462,0.962362
2,102927962,102927988,0.0998863
2,102927989,102968497,0.45205015
2,102968498,103015218,0.804214
2,103035149,103069025,0.0741372
2,103089762,103150431,0.010352
2,103236166,103327777,3.5381
2,103332299,103353347,5.79494
2,103353367,103460352,2.30754
2,105471969,105476929,0.0017269
2,105654441,105716418,22.8441
2,105858200,105859924,0.278127
2,105867759,105869601,0
2,105880871,105946491,11.4886
2,105953816,105965668,9.86408
2,105974169,106054970,32.9809
2,106361354,106510730,24.1119
2,106679702,106694615,0.0102418
2,106709759,106810795,11.5335
2,107021446,107084832,0.0913195
2,107099728,107103848,0
2,107418056,107503564,0.0522396
2,108443388,108507297,0.0358008
2,108602979,108630450,0
2,108863651,108881807,0.0283451
2,108905095,108926371,0
2,108994367,109004513,0.198061
2,109065017,109125871,6.07314
2,109150857,109303702,15.6991
2,109335937,109402267,22.2518
2,109403213,109501933,6.23879
2,109510927,109605828,0.102591
2,109745804,110262207,2.6303
2,110300559,110371783,10.1863
2,110371911,110376563,8.60964
2,110550335,110615272,0.0217576
2,110656005,110677180,0.004981
2,110841447,110874143,2.70247
2,110879888,110962643,1.07046
2,111160511,111222627,0.1418425
2,111222628,111230511,0.1418425
2,111230512,111230652,0.1418425
2,111271389,111334762,0.0076009
2,111395275,111435691,26.3646
2,111490150,111875799,0.29907
2,111876955,111926024,13.8916
2,112523848,112642267,7.44366
2,112656056,112787138,0.616075
2,112812800,112876895,14.4516
2,112895962,112945791,0.0403872
2,112969102,113012713,3.23414
2,113033171,113097640,0.839274
2,113127669,113192065,0.765155
2,113239731,113299316,3.31687
2,113299492,113334635,11.5037
2,113341817,113346852,2.16292
2,113403434,113421404,30.1677
2,113479063,113493929,0.557181
2,113493930,113500456,4.8742105
2,113500457,113522254,9.19124
2,113531492,113542167,0.0847049
2,113587328,113594480,0.160341
2,113670548,113676459,0.296128
2,113730780,113743242,0.0620818
2,113763038,113765621,0
2,113779668,113810444,0.0045839
2,113816215,113822959,0.155816
2,113825547,113833427,0
2,113864791,113891593,4.51474
2,113914902,113966973,6.13234
2,113973574,114036527,0.0786792
2,114195268,114204991,7.74183
2,114204992,114205429,3.89047505
2,114205430,114253766,7.74183
2,114256661,114258728,0.157426
2,114384806,114400973,1.47973
2,114462588,114514400,7.03159
2,114647537,114720173,25.4278
2,115199876,116603328,0.012239
2,118572226,118589955,33.8482
2,118673054,118771709,12.7867
2,118846028,118868573,5.8229
2,119599747,119605254,2.3422
2,119699742,119752236,0.199846
2,119913819,119916465,0.0922567
2,119981384,120023228,14.6307
2,120059801,120124404,1.71014
2,120124497,120130126,29.5798
2,120187477,120196096,0.17942
2,120197419,120282070,0
2,120302008,120419827,0.0170833
2,120436743,120444083,3.13163
2,120517207,120741394,1.5337
2,120770581,120936695,2.47446
2,120978854,120980984,17.802
2,120997640,121052289,16.0618
2,121103719,121109384,20.592
2,121221911,121223697,0
2,121493199,121750229,0.066894
2,121974163,122042783,5.81418
2,122095352,122407163,9.37643
2,122484521,122494499,28.0389
2,122494679,122525429,24.582
2,124782864,125672864,0.0063485
2,127413509,127454246,0.0158801
2,127656472,127659673,0
2,127805603,127864931,2.64441
2,127941696,127977654,5.11825
2,128014866,128051752,27.8628
2,128056306,128146041,10.6801
2,128176003,128186822,0.109942
2,128193783,128284462,26.4208
2,128293378,128395304,0.684996
2,128395956,128403438,1.49421
2,128403439,128410213,1.247295
2,128410214,128439360,1.49421
2,128458596,128568761,7.28474
2,128603840,128615731,18.2322
2,128619204,128643496,18.1261
2,128698791,128785694,10.5362
2,128848774,128953251,23.6966
2,128994290,129076151,11.4743
2,130737235,130740311,0.0248237
2,130831108,130886795,1.06307
2,130896860,130902707,1.32593
2,130908981,130939309,23.9117
2,130939310,130940323,21.9274
2,130940324,130948302,19.9431
2,130949318,130956034,0.0667581
2,131095814,131099797,9.30277
2,131099798,131099922,16.436985
2,131099923,131105383,23.5712
2,131113580,131132982,6.09534
2,131217028,131267239,0.0051064
2,131278770,131285579,0.0159987
2,131296668,131307456,0
2,131328402,131341734,0
2,131350339,131357123,0
2,131369054,131415664,0.002787
2,131486643,131487909,0
2,131513008,131525707,0.0040034
2,131594489,131804836,11.0526
2,131805449,131851033,33.4322
2,131862420,131975881,22.7119
2,131975882,132022965,11.4114015
2,132022966,132044329,22.7119
2,132044330,132050127,11.3673004
2,132050128,132111282,22.7119
2,132222473,132233665,14.483
2,132233666,132240507,7.466673
2,132240508,132250316,14.483
2,132285248,132291239,2.91855
2,132479948,132524973,1.05908
2,132552534,132559234,0.0258635
2,132905164,133015542,0
2,133174147,133402425,4.84807
2,133402426,133404132,4.58672
2,133404133,133429152,4.32537
2,133429374,133874576,0.236958
2,133874577,133876625,0.118479
2,133876626,134326034,0.236958
2,134877554,135212192,9.51111
2,135213330,135476570,0.0288655
2,135596117,135659604,0
2,135675805,135716912,7.21262
2,135722061,135805038,0.0091531
2,135809835,135894485,9.67025
2,135894486,135933964,5.729895
2,135933965,136288806,1.78954
2,136289025,136482840,12.826
2,136499189,136542625,29.7096
2,136545410,136594750,0.0263325
2,136597196,136633996,33.1478
2,136664247,136743670,29.4363
2,136871919,136875735,5.49709
2,137523115,138435287,0.0276067
2,138721590,138773930,1.48017
2,139259371,139331117,5.39417
2,139428342,139537918,0.0081438
2,140988992,142889270,0.0128322
2,143635067,143799890,0.0595871
2,143848931,144525921,0.0026168
2,144695635,145090135,0.86142
2,145141648,145282147,0.0488503
2,148602086,148687967,1.65833
2,148687968,148688393,2.66668
2,148688394,148778579,3.67503
2,148778580,148779147,2.348345
2,148779148,149275805,1.02166
2,149402009,149545130,4.68936
2,149632819,149883273,1.24772
2,149894621,150071776,0.368046
2,150186499,150330662,1.532
2,150426148,150444330,51.8345
2,151324709,151395525,53.9686
2,151857734,151905288,0.0365343
2,152104454,152118393,1.40215
2,152126979,152146571,12.8036
2,152214106,152236560,0.0903723
2,152266397,152341849,9.21365
2,152341850,152364527,4.64106925
2,152364528,152591001,0.0684885
2,152645498,152685006,5.24549
2,152689290,152955593,0.072199
2,152973315,153032506,5.01187
2,153191751,153506348,14.3715
2,153508107,153574406,19.6691
2,153574407,153574511,16.26265
2,153574512,153617767,12.8562
2,154333852,154335322,1.21142
2,154728426,155310361,0.90736
2,155554811,155714863,0.0033823
2,157180944,157198860,3.02782
2,157291802,157470247,10.1657
2,158114110,158170723,0.0716245
2,158175137,158184225,0.0994157
2,158271131,158345473,0.026173
2,158383279,158485517,0.812472
2,158592958,158732374,9.19029
2,158733214,158992666,0.0173838
2,159027593,159313265,0.289482
2,159313476,159539391,16.7696
2,159651829,159719293,0.180924
2,159825146,160089170,11.7696
2,160092304,160143310,2.90526
2,160175490,160473203,2.10008
2,160569000,160625363,24.4255
2,160625364,160627538,12.4933495
2,160627539,160628361,0.561199
2,160628362,160654753,5.2902495
2,160654754,160761260,10.0193
2,160788519,160919121,0.193142
2,160956177,161128399,0.437272
2,161128662,161350305,16.9735
2,161993419,162092732,5.86602
2,162164549,162268228,42.7402
2,162272605,162280842,0.0088482
2,162280843,162282381,0.01877265
2,162282382,162841792,0.0286971
2,162848751,162931052,0.551379
2,162999392,163008914,0.0864711
2,163027194,163101661,2.08664
2,163123589,163175213,20.1442
2,163175350,163227916,9.05235
2,163227917,163228105,4.5378324
2,163228106,163695240,0.0233148
2,164449906,164592522,2.91264
2,165349322,165478358,3.48591
2,165510134,165700189,5.97309
2,165752696,165812035,0.0061458
2,165944032,166060577,0.0350125
2,166095912,166248818,0.11437
2,166326157,166545917,0.0054547
2,166604101,166651192,12.5605
2,166713985,166810353,5.10177
2,166845670,166984523,0.0144661
2,167051695,167232503,0.0173427
2,167260083,167350757,0
2,167744997,168116263,0.0026314
2,168675182,168730551,0.0335184
2,168810530,169104651,4.53681
2,169312372,169631644,6.59842
2,169643049,169690641,0.321879
2,169690642,169722024,5.2426895
2,169722025,169757749,10.1635
2,169757750,169766505,5.08175
2,169766506,169769881,10.1635
2,169779448,169887832,0.0017427
2,169921299,169952677,0.031976
2,169983619,170219195,0.0005324
2,170335688,170366211,1.72086
2,170366212,170382432,0.9143845
2,170382433,170382772,0.107909
2,170386259,170430385,6.29402
2,170440850,170497916,9.87509
2,170501935,170550943,0.463615
2,170550975,170550997,2.58574
2,170550998,170558218,2.94169
2,170558219,170633499,3.29764
2,170648443,170666590,29.3501
2,170666591,170668574,23.28135
2,170668575,170681441,17.2126
2,170683968,170940641,5.0164
2,171034655,171511681,0.0109865
2,171568961,171571077,0.0364221
2,171571861,171574588,0.158037
2,171640296,171655481,0.627223
2,171669723,171717661,0.292087
2,171784974,171823639,13.4953
2,171847333,172087824,6.73136
2,172173919,172290726,4.0354
2,172290727,172291312,4.40766
2,172291313,172341562,4.77992
2,172378757,172414643,1.17188
2,172543919,172560843,23.9033
2,172560844,172567314,11.95165
2,172567315,172604930,23.9033
2,172640880,172778957,6.73674
2,172778958,172848599,16.91207
2,172848600,172864489,6.73674
2,172864490,172864766,6.31527
2,172864767,172947158,5.8938
2,172949468,172954405,1.91437
2,172964167,172967628,0.553845
2,173292082,173371181,30.0649
2,173420101,173489823,0.529522
2,173600002,173917621,0.108535
2,173940163,174132738,9.0919
2,174219548,174233725,31.0421
2,174771187,174830430,13.8807
2,174937175,175113426,14.5376
2,175199674,175200600,0.186998
2,175200601,175202151,0.093499
2,175202152,175203220,0.186998
2,175212750,175260443,8.26357
2,175260458,175294303,2.35477
2,175296966,175351822,0.521131
2,175424300,175547644,3.09182
2,175612320,175629200,0.0061042
2,175664091,175870097,6.05123
2,175936978,176033110,7.26912
2,176040986,176049335,13.3216
2,176788620,176867567,2.09748
2,176942200,176948641,0.0061151
2,176957619,176960666,0.0344222
